!,"ID for suite of sites or experiments","Name of experiment, field test or survey",Field Overlay (DOME) ID,Seaonal Strategy (DOME) ID,Rotational Analysis (DOME) ID,BATCH (DOME) ID,,,Treatment Name,4-character Climate ID code,Climate scenario category,Climate replication number for multiple realizations of weather data (ask Alex),Crop model simulation set,Region ID,Regional stratum identification number,RAP ID,"Management regimen ID, for multiple management regimens per RAP",Names of institutions involved in collection of field or survey data,"Crop rotation indicator (=1 to indicate that this is a continuous, multi-year simulation, =0 for single year simulations)",Weather station ID,Soil ID,Site Latitude,Site Longitude,Crop type (common name) ,Crop model-specific cultivar ID,Cultivar name,Start of simulation date,Planting date,"Observed harvested yield, dry weight",Observed total above-ground biomass at harvest,Observed harvest date,Total number of irrigation events,Total amount of irrigation,Type of irrigation application,Total number of fertilizer applications,Total N applied,Total P applied,Total K applied,Manure and applied oganic matter,Total number of tillage applications,"Tillage type (hand, animal or mechanized)",Experiment ID,Weather ID,Soil ID,DOME ID for Overlay,DOME ID for Seasonal  ,DOME ID for Rotational ,DOME ID for Batch DOME,Translator version,"Short name of crop model used for simulations (e.g., DSSAT, APSIM, Aquacrop, STICS, etc.)",Model name and version number of the crop model used to generate simulated outputs,"Simulated harvest yield, dry matter","Simulated above-ground biomass at harvest, dry matter",Simulated anthesis date,Simulated maturity date,Simulated harvest date,"Simulated leaf area index, maximum",Total precipitation from planting to harvest,"Simulated evapotranspiration, planting to harvest",Simulated N uptake during season,Simulated N leached up to harvest maturity,"Transpiration, cumulative from planting to harvest","Evaporation,soil, cumulative from planting to harvest","Solar radiation, average, sowing to harvest","Maximum daily air temperature, average, sowing to harvest","Minimum daily air temperature, average, sowing to harvest","Daily air temperature, average, sowing to harvest","CO2 concentration, atmospheric average over day"
!,text,text,text,text,text,text,number,number,text,code,code,number,code,code,number,code,code,text,number,text,text,decimal degrees,decimal degrees,text,text,text,yyyy-mm-dd,yyyy-mm-dd,kg/ha,kg/ha,yyyy-mm-dd,number,mm,text,number,kg[N]/ha,kg[P]/ha,kg[K]/ha,kg/ha,#,text,text,text,text,text,text,text,text,text,text,text,kg/ha,kg/ha,yyyy-mm-dd,yyyy-mm-dd,yyyy-mm-dd,m2/m2,mm,mm,kg/ha,kg/ha,mm,mm,MJ/m2.d,C,C,C,vpm
#,SUITE_ID,EXNAME,FIELD_OVERLAY,SEASONAL_STRATEGY,ROTATIONAL_ANALYSIS,BATCH_DOME,BATCH_RUN#,RUN#,TRT_NAME,CLIM_ID,CLIM_CAT,CLIM_REP,CMSS,REG_ID,STRATUM,RAP_ID,MAN_ID,INSTITUTION,ROTATION,WST_ID,SOIL_ID,FL_LAT,FL_LONG,CRID_text,CUL_ID,CUL_NAME,SDAT,PDATE,HWAH,CWAH,HDATE,IR#C,IR_TOT,IROP_text,FE_#,FEN_TOT,FEP_TOT,FEK_TOT,OM_TOT,TI_#,TIIMP_text,EID,WID,SID,DOID,DSID,DRID,BDID,TOOL_VERSION,CROP_MODEL,MODEL_VER,HWAH_S,CWAH_S,ADAT_S,MDAT_S,HADAT_S,LAIX_S,PRCP_S,ETCP_S,NUCM_S,NLCM_S,EPCP_S,ESCP_S,SRAA_S,TMAXA_S,TMINA_S,TAVGA_S,CO2D_S
*,,"MACH0001_1__1","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","","","",1,"","0XFX","",1,"CM1","MACHAKOS","1",,,AgMIP,0,MK10,TOA0235063,-1.9527,37.3876,"Maize",990003,"SHORT SEASON",1981-02-16,1981-03-18,,,,2,90,"Furrow, mm",2,3,0,0,7141,,"","a6abab496c14ce83d181c660e7de76caadf9bf35002fea8a6fd090e0f98985cf","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","2900dcf952650c3871d7d3412a4883c60bc3b0d66e49b7a7bb9e38916c483f93","1edb6ec17595a44b2f6bc0253e1d1441d51e40f82e3872f444928e81a0ef20d9","9b29ad3bfc56741e69b25b778fc5217ec2231be6e292bdeec756cbd06ee7e2fc","","","quadui=Version 1.3.8-final(release)|acmoui=",DSSAT
*,,"MACH0001_1__2","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","","","",2,"","0XFX","",1,"CM1","MACHAKOS","1",,,AgMIP,0,MK10,TOA0235063,-1.9527,37.3876,"Maize",990003,"SHORT SEASON",1982-02-27,1982-03-29,,,,2,90,"Furrow, mm",2,3,0,0,7141,,"","a6abab496c14ce83d181c660e7de76caadf9bf35002fea8a6fd090e0f98985cf","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","2900dcf952650c3871d7d3412a4883c60bc3b0d66e49b7a7bb9e38916c483f93","1edb6ec17595a44b2f6bc0253e1d1441d51e40f82e3872f444928e81a0ef20d9","9b29ad3bfc56741e69b25b778fc5217ec2231be6e292bdeec756cbd06ee7e2fc","","","quadui=Version 1.3.8-final(release)|acmoui=",DSSAT
*,,"MACH0001_1__3","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","","","",3,"","0XFX","",1,"CM1","MACHAKOS","1",,,AgMIP,0,MK10,TOA0235063,-1.9527,37.3876,"Maize",990003,"SHORT SEASON",1983-03-24,1983-04-23,,,,2,90,"Furrow, mm",2,3,0,0,7141,,"","a6abab496c14ce83d181c660e7de76caadf9bf35002fea8a6fd090e0f98985cf","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","2900dcf952650c3871d7d3412a4883c60bc3b0d66e49b7a7bb9e38916c483f93","1edb6ec17595a44b2f6bc0253e1d1441d51e40f82e3872f444928e81a0ef20d9","9b29ad3bfc56741e69b25b778fc5217ec2231be6e292bdeec756cbd06ee7e2fc","","","quadui=Version 1.3.8-final(release)|acmoui=",DSSAT
*,,"MACH0001_1__4","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","","","",4,"","0XFX","",1,"CM1","MACHAKOS","1",,,AgMIP,0,MK10,TOA0235063,-1.9527,37.3876,"Maize",990003,"SHORT SEASON",1984-03-26,1984-04-25,,,,2,90,"Furrow, mm",2,3,0,0,7141,,"","a6abab496c14ce83d181c660e7de76caadf9bf35002fea8a6fd090e0f98985cf","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","2900dcf952650c3871d7d3412a4883c60bc3b0d66e49b7a7bb9e38916c483f93","1edb6ec17595a44b2f6bc0253e1d1441d51e40f82e3872f444928e81a0ef20d9","9b29ad3bfc56741e69b25b778fc5217ec2231be6e292bdeec756cbd06ee7e2fc","","","quadui=Version 1.3.8-final(release)|acmoui=",DSSAT
*,,"MACH0001_1__5","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","","","",5,"","0XFX","",1,"CM1","MACHAKOS","1",,,AgMIP,0,MK10,TOA0235063,-1.9527,37.3876,"Maize",990003,"SHORT SEASON",1985-02-25,1985-03-27,,,,2,90,"Furrow, mm",2,3,0,0,7141,,"","a6abab496c14ce83d181c660e7de76caadf9bf35002fea8a6fd090e0f98985cf","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","2900dcf952650c3871d7d3412a4883c60bc3b0d66e49b7a7bb9e38916c483f93","1edb6ec17595a44b2f6bc0253e1d1441d51e40f82e3872f444928e81a0ef20d9","9b29ad3bfc56741e69b25b778fc5217ec2231be6e292bdeec756cbd06ee7e2fc","","","quadui=Version 1.3.8-final(release)|acmoui=",DSSAT
*,,"MACH0001_1__6","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","","","",6,"","0XFX","",1,"CM1","MACHAKOS","1",,,AgMIP,0,MK10,TOA0235063,-1.9527,37.3876,"Maize",990003,"SHORT SEASON",1986-02-07,1986-03-09,,,,2,90,"Furrow, mm",2,3,0,0,7141,,"","a6abab496c14ce83d181c660e7de76caadf9bf35002fea8a6fd090e0f98985cf","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","2900dcf952650c3871d7d3412a4883c60bc3b0d66e49b7a7bb9e38916c483f93","1edb6ec17595a44b2f6bc0253e1d1441d51e40f82e3872f444928e81a0ef20d9","9b29ad3bfc56741e69b25b778fc5217ec2231be6e292bdeec756cbd06ee7e2fc","","","quadui=Version 1.3.8-final(release)|acmoui=",DSSAT
*,,"MACH0001_1__7","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","","","",7,"","0XFX","",1,"CM1","MACHAKOS","1",,,AgMIP,0,MK10,TOA0235063,-1.9527,37.3876,"Maize",990003,"SHORT SEASON",1987-03-08,1987-04-07,,,,2,90,"Furrow, mm",2,3,0,0,7141,,"","a6abab496c14ce83d181c660e7de76caadf9bf35002fea8a6fd090e0f98985cf","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","2900dcf952650c3871d7d3412a4883c60bc3b0d66e49b7a7bb9e38916c483f93","1edb6ec17595a44b2f6bc0253e1d1441d51e40f82e3872f444928e81a0ef20d9","9b29ad3bfc56741e69b25b778fc5217ec2231be6e292bdeec756cbd06ee7e2fc","","","quadui=Version 1.3.8-final(release)|acmoui=",DSSAT
*,,"MACH0001_1__8","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","","","",8,"","0XFX","",1,"CM1","MACHAKOS","1",,,AgMIP,0,MK10,TOA0235063,-1.9527,37.3876,"Maize",990003,"SHORT SEASON",1988-02-18,1988-03-19,,,,2,90,"Furrow, mm",2,3,0,0,7141,,"","a6abab496c14ce83d181c660e7de76caadf9bf35002fea8a6fd090e0f98985cf","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","2900dcf952650c3871d7d3412a4883c60bc3b0d66e49b7a7bb9e38916c483f93","1edb6ec17595a44b2f6bc0253e1d1441d51e40f82e3872f444928e81a0ef20d9","9b29ad3bfc56741e69b25b778fc5217ec2231be6e292bdeec756cbd06ee7e2fc","","","quadui=Version 1.3.8-final(release)|acmoui=",DSSAT
*,,"MACH0001_1__9","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","","","",9,"","0XFX","",1,"CM1","MACHAKOS","1",,,AgMIP,0,MK10,TOA0235063,-1.9527,37.3876,"Maize",990003,"SHORT SEASON",1989-02-20,1989-03-22,,,,2,90,"Furrow, mm",2,3,0,0,7141,,"","a6abab496c14ce83d181c660e7de76caadf9bf35002fea8a6fd090e0f98985cf","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","2900dcf952650c3871d7d3412a4883c60bc3b0d66e49b7a7bb9e38916c483f93","1edb6ec17595a44b2f6bc0253e1d1441d51e40f82e3872f444928e81a0ef20d9","9b29ad3bfc56741e69b25b778fc5217ec2231be6e292bdeec756cbd06ee7e2fc","","","quadui=Version 1.3.8-final(release)|acmoui=",DSSAT
*,,"MACH0001_1__10","MACHAKOS-1-----FIELD","MACHAKOS-1----0XFX-BASELINE","","","",10,"","0XFX","",1,"CM1","MACHAKOS","1",,,AgMIP,0,MK10,TOA0235063,-1.9527,37.3876,"Maize",990003,"SHORT SEASON",1990-02-02,1990-03-04,,,,2,90,"Furrow, mm",2,3,0,0,7141,,"","a6abab496c14ce83d181c660e7de76caadf9bf35002fea8a6fd090e0f98985cf","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","2900dcf952650c3871d7d3412a4883c60bc3b0d66e49b7a7bb9e38916c483f93","1edb6ec17595a44b2f6bc0253e1d1441d51e40f82e3872f444928e81a0ef20d9","9b29ad3bfc56741e69b25b778fc5217ec2231be6e292bdeec756cbd06ee7e2fc","","","quadui=Version 1.3.8-final(release)|acmoui=",DSSAT
