!,"ID for suite of sites or experiments","Name of experiment, field test or survey",Field Overlay (DOME) ID,Seaonal Strategy (DOME) ID,Rotational Analysis (DOME) ID,,Treatment Name,4-character Climate ID code,Climate replication number for multiple realizations of weather data (ask Alex),Region ID,Regional stratum identification number,RAP ID,"Management regimen ID, for multiple management regimens per RAP",Names of institutions involved in collection of field or survey data,"Crop rotation indicator (=1 to indicate that this is a continuous, multi-year simulation, =0 for single year simulations)",Weather station ID,Soil ID,Site Latitude,Site Longitude,Crop type (common name) ,Crop model-specific cultivar ID,Cultivar name,Start of simulation date,Planting date,"Observed harvested yield, dry weight",Observed total above-ground biomass at harvest,Observed harvest date,Total number of irrigation events,Total amount of irrigation,Type of irrigation application,Total number of fertilizer applications,Total N applied,Total P applied,Total K applied,Manure and applied oganic matter,Total number of tillage applications,"Tillage type (hand, animal or mechanized)",Experiment ID,Weather ID,Soil ID,DOME ID for Overlay,DOME ID for Seasonal  ,DOME ID for Rotational ,"Short name of crop model used for simulations (e.g., DSSAT, APSIM, Aquacrop, STICS, etc.)",Model name and version number of the crop model used to generate simulated outputs,"Simulated harvest yield, dry matter","Simulated above-ground biomass at harvest, dry matter",Simulated anthesis date,Simulated maturity date,Simulated harvest date,"Simulated leaf area index, maximum",Total precipitation from planting to harvest,"Simulated evapotranspiration, planting to harvest",Simulated N uptake during season,Simulated N leached up to harvest maturity,Total season transpiration,Total season soil evaporation
!,text,text,text,text,text,number,text,code,number,code,number,code,code,text,number,text,text,decimal degrees,decimal degrees,text,text,text,yyyy-mm-dd,yyyy-mm-dd,kg/ha,kg/ha,yyyy-mm-dd,number,mm,text,number,kg[N]/ha,kg[P]/ha,kg[K]/ha,kg/ha,#,text,text,text,text,text,text,text,text,text,kg/ha,kg/ha,yyyy-mm-dd,yyyy-mm-dd,yyyy-mm-dd,m2/m2,mm,mm,kg/ha,kg/ha,mm,mm
#,SUITE_ID,EXNAME,FIELD_OVERLAY,SEASONAL_STRATEGY,ROTATIONAL_ANALYSIS,RUN#,TRT_NAME,CLIM_ID,CLIM_REP,REG_ID,STRATUM,RAP_ID,MAN_ID,INSTITUTION,ROTATION,WST_ID,SOIL_ID,FL_LAT,FL_LONG,CRID_text,CUL_ID,CUL_NAME,SDAT,PDATE,HWAH,CWAH,HDATE,IR#C,IR_TOT,IROP_text,FE_#,FEN_TOT,FEP_TOT,FEK_TOT,OM_TOT,TI_#,TIIMP_text,EID,WID,SID,DOID,DSID,DRID,CROP_MODEL,MODEL_VER,HWAH_S,CWAH_S,ADAT_S,MDAT_S,HADAT_S,LAIX_S,PRCP_S,ETCP_S,NUCM_S,NLCM_S,EPCM_S,ESCM_S
*,,"MACH0001_1","MACHAKOS-1----FIELD","","",1,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235063,-1.9527,37.3876,"Maize",990003,"SHORT SEASON",1999-03-16,1999-04-15,1601,,1999-09-12,2,90,"Furrow, mm",2,3,0,0,7141,,"","a6abab496c14ce83d181c660e7de76caadf9bf35002fea8a6fd090e0f98985cf","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","2900dcf952650c3871d7d3412a4883c60bc3b0d66e49b7a7bb9e38916c483f93","cd93ab5283821b1494915c3c9e1b726e7e1170f395539e1529d4a77c62c7bb26","","",DSSAT
*,,"MACH0002_1","MACHAKOS-1----FIELD","","",1,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235063,-1.9527,37.3876,"Maize",990003,"SHORT SEASON",1999-09-12,1999-10-12,148,,2000-03-15,2,90,"Furrow, mm",2,1,0,0,751,,"","071b874694e889f48a93e3630aecca564ac86a42cb471daf2de2b1a1d495d055","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","2900dcf952650c3871d7d3412a4883c60bc3b0d66e49b7a7bb9e38916c483f93","cd93ab5283821b1494915c3c9e1b726e7e1170f395539e1529d4a77c62c7bb26","","",DSSAT
*,,"MACH0003_1","MACHAKOS-1----FIELD","","",1,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235024,-1.9516,37.3912,"Maize",990003,"SHORT SEASON",1999-01-15,1999-02-14,632,,1999-09-12,2,90,"Furrow, mm",2,0,0,0,,,"","f5a892cf3283ae7e701635cbefb5d38b20c36ff77bc3b708b10a745adaefa862","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","79393ecb6b462b0daae11f3d0eda8628655b160ec36481705d48122f1645fb16","cd93ab5283821b1494915c3c9e1b726e7e1170f395539e1529d4a77c62c7bb26","","",DSSAT
*,,"MACH0004_1","MACHAKOS-1----FIELD","","",1,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235024,-1.9516,37.3912,"Maize",990003,"SHORT SEASON",1999-09-12,1999-10-12,1131,,2000-03-15,2,90,"Furrow, mm",2,0,0,0,153,,"","4bb0603c850b04945fce40cd3f6d2450c1967bfbadfeabb7c39c6701f305516b","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","79393ecb6b462b0daae11f3d0eda8628655b160ec36481705d48122f1645fb16","cd93ab5283821b1494915c3c9e1b726e7e1170f395539e1529d4a77c62c7bb26","","",DSSAT
*,,"MACH0006_1","MACHAKOS-1----FIELD","","",1,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK07,TOA0252082,-2.3449,38.1217,"Maize",990003,"SHORT SEASON",1999-10-12,1999-11-11,67,,2000-05-14,2,90,"Furrow, mm",2,0,0,0,,,"","ffa86ac8421f393747360c4affa0223f17ccaf2b740cc7143151252e0502a09f","afb34d507d975627a817f2cb658409ec840eb7eea6a90a5d12c994513c267327","325faa00faded49dec031529ee8c11819ae193f93efe766ac4347be7688c0954","cd93ab5283821b1494915c3c9e1b726e7e1170f395539e1529d4a77c62c7bb26","","",DSSAT
*,,"MACH0007_1","MACHAKOS-1----FIELD","","",1,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235054,-1.4265,37.4866,"Maize",990003,"SHORT SEASON",2000-03-15,2000-04-14,1695,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,,,"","bd51aa80b9918fb25bee8e929395dada8e0886ba0df6efb419c62c9f3b794e32","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","f9fe96d00ef3f81c911131106c2a58051394ab54ca5884244bce9637bdc70788","cd93ab5283821b1494915c3c9e1b726e7e1170f395539e1529d4a77c62c7bb26","","",DSSAT
*,,"MACH0012_1","MACHAKOS-1----FIELD","","",1,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235044,-1.4428,37.4701,"Maize",990003,"SHORT SEASON",1999-07-14,1999-08-13,105,,2000-03-15,2,90,"Furrow, mm",2,0,0,0,,,"","6e0564c496c2a1cf2ac77c3fc38c258c98a2780d78c784f57c413629ef05dafb","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","08aa3f93fee57303f420354944215badcfa6b4ea6b19700bf07f43217c2a99c0","cd93ab5283821b1494915c3c9e1b726e7e1170f395539e1529d4a77c62c7bb26","","",DSSAT
*,,"MACH0013_1","MACHAKOS-1----FIELD","","",1,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235044,-1.4428,37.4701,"Maize",990003,"SHORT SEASON",1999-07-14,1999-08-13,964,,2000-03-15,2,90,"Furrow, mm",2,0,0,0,,,"","b319f5f3c07117bef7b34ecb34f649f2f1608b3aaeebbbe4badd1cbcedf06931","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","08aa3f93fee57303f420354944215badcfa6b4ea6b19700bf07f43217c2a99c0","cd93ab5283821b1494915c3c9e1b726e7e1170f395539e1529d4a77c62c7bb26","","",DSSAT
*,,"MACH0014_1","MACHAKOS-1----FIELD","","",1,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235044,-1.4428,37.4701,"Maize",990003,"SHORT SEASON",1999-07-14,1999-08-13,270,,2000-03-15,2,90,"Furrow, mm",2,0,0,0,,,"","3049906177198a3e57bcb3f20862515038bd9ade707bf4c1511d34053efef6fe","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","08aa3f93fee57303f420354944215badcfa6b4ea6b19700bf07f43217c2a99c0","cd93ab5283821b1494915c3c9e1b726e7e1170f395539e1529d4a77c62c7bb26","","",DSSAT
*,,"MACH0019_1","MACHAKOS-1----FIELD","","",1,"","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",2000-02-14,2000-03-15,104,,2000-08-12,2,90,"Furrow, mm",2,0,0,0,355,,"","792256c4fb7852272ea298092217c7c716c74eceaabbbb292b0ee5f5baa7997e","6e9195ee95d86a219723b7ed4c6d70e4ffaa78a7e02c3639f54303f13645dbcd","d35344ca1013b77684f71ccbf393bfccee207cf8a454e104da0ff2c272892357","cd93ab5283821b1494915c3c9e1b726e7e1170f395539e1529d4a77c62c7bb26","","",DSSAT
